,reasoningCycle,perceive,buf,checkMail,selectEvent,relevantPlans,applicablePlans,selectOption,applyFindOp,selectAction,applyExecInt,deliberate,sense,act
26,15834191,223500,262166,2017,25705,21671,381203,794,-1,26,14162534,458432,1094463,14178450
27,15932930,230838,284592,2050,25748,24036,435283,845,-1,26,14167972,516282,1124429,14184414
28,15962243,239935,293593,2082,25748,24036,435283,845,-1,26,14173549,516353,1142726,14190526
29,16006005,256050,308588,2114,25748,24036,435283,845,-1,26,14174594,516640,1174134,14192445
30,16156125,263243,318348,2162,25791,25868,553596,925,-1,26,14180467,638244,1191303,14198589
31,16190300,271545,336161,2199,25791,25868,553596,925,-1,26,14180830,638316,1217625,14202245
32,16349329,278818,349819,2262,25832,26953,676512,925,-1,48,14186523,762672,1238775,14208807
33,16372368,286866,357600,2294,25832,26953,676512,925,-1,48,14187651,762744,1254801,14210129
34,16427080,294239,365285,2331,25876,28961,703222,1003,-1,48,14193334,792832,1270064,14216086
35,649979,25340,22947,151,-1,-1,-1,-1,-1,-1,-1,423,632469,609
36,16449651,299616,372958,2386,25876,28961,703222,1003,-1,48,14193692,792903,1283430,14219470
37,16608060,305379,388719,2437,25918,30188,826942,1003,-1,70,14199515,918205,1305158,14226160
38,16627002,311363,397717,2480,25918,30188,826942,1003,-1,70,14200534,918276,1320347,14227372
39,16704670,319250,411488,2532,25962,32070,869535,1081,-1,70,14206442,964287,1342225,14233557
40,16727837,325533,420350,2581,25962,32070,869535,1081,-1,70,14206801,964360,1357581,14236866
41,16758681,331174,431584,2628,25962,32070,869535,1081,-1,90,14212509,964432,1374656,14243429
42,16777353,336742,440641,2660,25962,32070,869535,1081,-1,90,14213529,964504,1389475,14244646
43,16865295,342407,454405,2723,26007,33916,925393,1157,-1,90,14219783,1023572,1409132,14251170
44,16895458,348335,463650,2784,26007,33916,925393,1157,-1,90,14220142,1023645,1424530,14254557
45,17143589,354901,476683,2820,26048,35054,1144630,1205,-1,111,14223411,1245364,1444319,14258674
46,656843,27729,25927,189,-1,-1,-1,-1,-1,-1,-1,493,638072,724
47,17168635,359836,486551,2888,26090,35583,1144630,1205,-1,111,14228971,1246446,1459351,14264507
48,17188553,365372,493974,2920,26090,35583,1144630,1205,-1,111,14229570,1246520,1472514,14265380
49,17208477,371396,503136,2981,26090,35583,1144630,1205,-1,111,14230894,1246592,1487932,14266898
50,17229581,375158,508946,3012,26133,37276,1147153,1253,-1,111,14233342,1252392,1497692,14269619
51,17245850,379979,516438,3076,26133,37276,1147153,1253,-1,111,14234339,1252464,1510229,14270812
52,17303706,384719,523832,3119,26177,39732,1176158,1332,-1,111,14239855,1285308,1522569,14276602
53,17346416,389878,532750,3152,26177,39732,1176158,1332,-1,111,14249058,1285382,1544676,14286100
54,28125515,397498,542096,3199,26177,39732,1176158,1332,-1,111,25007510,1285453,1561910,25044832
55,28242963,428343,587576,3249,26177,39732,1176158,1332,-1,111,25045688,1285528,1638495,25083300
56,28272723,436488,595382,3297,26177,39732,1176158,1332,-1,111,25055951,1285600,1654661,25093841
57,668424,32661,31168,236,-1,-1,-1,-1,-1,-1,-1,561,648514,835
58,28291974,443497,603288,3329,26177,39732,1176158,1332,-1,111,25056965,1285672,1669768,25095047
59,28357662,450942,613236,3362,26220,41701,1212237,1382,-1,111,25061906,1325060,1687405,25100638
60,28385294,459283,620887,3411,26220,41701,1212237,1382,-1,111,25066872,1325133,1703612,25105880
61,28405780,467872,628574,3443,26220,41701,1212237,1382,-1,111,25067887,1325205,1720083,25107088
62,28570799,477988,638241,3475,26264,43614,1349881,1418,-1,111,25070346,1465475,1740060,25109664
63,28594601,485994,645830,3523,26264,43614,1349881,1418,-1,111,25070792,1465548,1755868,25113166
64,28762780,496023,663133,3580,26307,44705,1476408,1418,-1,132,25075580,1593520,1783422,25118826
65,28788682,505531,674926,3619,26307,44705,1476408,1418,-1,132,25076815,1593592,1804922,25120257
66,29006875,511195,683597,3669,26352,46704,1667270,1498,-1,132,25082492,1787831,1819473,25126205
67,29035310,517042,692737,3702,26352,46704,1667270,1498,-1,132,25082848,1787903,1834655,25129643
68,737676,34986,33685,1132,168,4622,13886,224,-1,-1,5967,38296,672223,7178
69,29199787,523727,709540,3738,26393,47930,1795831,1498,-1,154,25088020,1918042,1858335,25135781
70,29227004,529111,719308,3770,26393,47930,1795831,1498,-1,154,25089034,1918113,1873699,25136987
71,29367369,534556,727717,3802,26437,49893,1910271,1575,-1,154,25094422,2035920,1887744,25142649
72,29395591,540795,738541,3860,26437,49893,1910271,1575,-1,154,25094778,2036097,1905231,25146162
73,29598759,546088,754601,3912,26480,50994,2074944,1575,-1,175,25099574,2202233,1926796,25151819
74,29607686,548260,758032,3932,26480,50994,2074944,1575,-1,175,25100021,2202266,1932516,25152352
75,29813406,554969,768890,3964,26523,52834,2250341,1653,-1,175,25105512,2380866,1950277,25158112
76,29840519,562688,779643,4000,26523,52834,2250341,1653,-1,175,25105868,2380938,1968953,25161669
77,30172934,570242,795675,4031,48690,55169,2491435,1653,-1,197,25110697,2647103,1992774,25167369
78,30210502,577424,807305,4081,48690,55169,2491435,1653,-1,197,25111880,2647176,2011799,25168752
79,754493,40931,39146,1164,209,5462,13886,224,-1,-1,7457,40038,683849,8858
80,30341602,583132,815673,4126,48733,57217,2591710,1730,-1,197,25116952,2751001,2026088,25174095
81,30365286,589083,826348,4185,48733,57217,2591710,1730,-1,197,25117305,2751075,2042937,25177553
82,30389963,594025,837591,4250,48733,57217,2591710,1730,-1,218,25121186,2751145,2059343,25182272
83,30407466,599237,844677,4304,48733,57217,2591710,1730,-1,218,25122217,2751306,2071859,25183501
84,30512108,604053,851878,4366,48777,59059,2671492,1808,-1,218,25127471,2834285,2084103,25189025
85,30534870,607375,860117,4395,48777,59059,2671492,1808,-1,218,25127825,2834356,2095855,25193899
86,30753950,611143,876095,4456,72178,61475,2834134,1808,-1,240,25131189,3023392,2115812,25198244
87,30772853,615566,886563,4510,72178,61475,2834134,1808,-1,240,25132219,3023465,2130919,25199469
88,30809764,619864,895043,4555,72222,63928,2845790,1884,-1,240,25137511,3039341,2143903,25205265
89,30832510,624421,905673,4587,72222,63928,2845790,1884,-1,240,25140932,3039415,2159285,25208969
90,796740,45369,42006,1195,250,8676,33194,561,-1,-1,16601,64311,691340,18269
91,30854984,629448,914520,4619,72266,64579,2845790,1884,-1,240,25141063,3040497,2173353,25209925
92,30873174,634344,923300,4652,72266,64579,2845790,1884,-1,240,25141063,3040568,2187250,25210043
93,30889750,638840,931773,4686,72266,64579,2845790,1884,-1,240,25141063,3040639,2200409,25210159
94,30907405,642864,941536,4744,72266,64579,2845790,1884,-1,240,25141063,3040712,2214449,25210276
95,30928693,647616,951033,4783,72266,64579,2845790,1884,-1,240,25141063,3040786,2228900,25210397
96,30945374,649629,955185,4807,72266,64579,2845790,1884,-1,240,25141063,3040819,2235171,25210448
97,30963869,653422,964388,4838,72266,64579,2845790,1884,-1,240,25141063,3040893,2248380,25210568
98,30982278,658055,973521,4909,72266,64579,2845790,1884,-1,240,25141063,3040966,2262389,25210688
99,30999158,662264,982557,4941,72266,64579,2845790,1884,-1,240,25141063,3041039,2275822,25210807
